@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
bien, ' top '
bien, ' J\' aime '
bien, ' Merc '
mauvais, ' Bad Bad '
bien, ' J\' aime trop bien cette appli je vous la sujere '
bien, ' Cool Cool '
bien, ' J\' adore Sa fait des flocons de neige c trop beau je aime je vous le conseille '
mauvais, ' coll j\' aime bien '
bien, ' Superbe '
bien, ' Je aimef '
bien, ' Superrrrr ! '
bien, ' J\' ai adore '
mauvais, ' Problème MAJ Là maj à fait disparaître un onglet . . et les emoticons sont plus petit , à remédier vite ou je desinstalle '
mauvais, ' Nul L\' appli est bien mais on doit toujours la désinstaller et la réinstaller donc nul '
mauvais, ' Cette mise à jour est nulle ! Même si la nouvelle interface est très jolie , les choix des paramètres de go SMS se sont largement amoindries ! Quel dommage ! Les pop-up apparaissent directement , on ne peut même plus personnaliser les listes de conversation etc ... sans compter sur les emojis ! Longlet " emojis récemment utilisés " n\' existe plus ce qui nous oblige à retourner chercher parmi linfinité de Smiley celui qu\' on à utilisé au message d\' avant ! Vivement une nouvelle mise à jour ! '
bien, ' Eva Brnd Très beau smiley à telecharger ! *-* '
bien, ' Superbe appli plein de possibilité d\' utilisation avec fond de conversation au choix superbe appli '
mauvais, ' Il est vraiment compliqué d\' intégrer des emoticons dans les messages maintenant ! MAJ nulle et inutile ... '
neutre, ' Jai pa encore essayer c la deuxième foix Qu\' e je télécharge saa sa craint '
bien, ' J adore ... ... mais pas bcp de personnalisation mais parfait pour les gens fann des smylés '
mauvais, ' HE GO SMS ! NULL , NULL , NULL , EN PLUS , NOUS PARLER EN INGLISHI . Suis allergique a cette langue que nous est imposé et Evaissant ! ! ! ! '
mauvais, ' ... ... . . -. - So bad now . I\'m disapointed . Change it please ! ! The new version is horrible . '
bien, ' Trop bien je vous recommande cette apli Trop trop bien '
mauvais, ' MaJ extra nulle Rien de nouveau encore hormis des fonctions bien utiles disparues comme les emmotionnes envoyés les plus souvent. . a quoi a servie cette MaJ ? Pfff vite du changement j\' ai pas payé pour cette daube ! ! '
mauvais, ' Pourrie Les emojis ne se vois pas quand on les envoie ! '
bien, ' Thl . J\' avais cette appli il y a deux ans , puis entre tant j\' ai changer de téléphone , mais la j\' avais envie de changer de style de boite réception j\' ai essayer tout a l\' heure , même en lisant les comm \' puis moi je trouve sa cool , j\' arrive a faire tout se que je veut donc pour moi se sera ???? car on a jamais la perfection ... continuer . ? '
mauvais, ' En colère Vous vous moquez de nous et notamment de moi ! J\' AVAIS GO SMS PRO et ça marchait très bien . Depuis la mise à jour vous m\' avez demandé de désinstaller et de réinstaller , ce que j\' ai fait . Surprise , vous me dites que GO SMS PRO n\' est pas disponible dans mon pays ! J\' ai donc perdu GO SMS PRO par votre faute ? '
bien, ' Cool '
bien, ' Au top Les émoticônes sont juste top ! '
mauvais, ' Je préférée la version d\' avant Cette version est complètement amoindrie , pourtant nouvelle version dit plus de choix ... ce n\' est pas le cas du tout , moins de thèmes , avant on pouvait changer la couleurs de l\' écriture sms reçu ou envoyé , le fond ect ... verrouiller des sms avec un mot de passe maintenant sur cette version cest fini et en plus les sms verrouiller sont perdu sur cette nouvelle application pufff nul ... . '
mauvais, ' L\' ancienne mis à jour était parfaite , la on a pas accès aux émoji RÉCENT . Décevant sur ce point '
mauvais, ' Mise à jour désagréable La mise à jour à tout modifier ... Les emoji apparaissent en tout petit ! ! ! ! Avant c\' était beaucoup mieux ! ! ! ! '
bien, ' Je trou e ca sttyller '
mauvais, ' J\' ai installé cette application car vous proposiez le meilleur en personnalisation COMPLÈTE . Cette dernière mis à jour m\' a très déçu impossible de retrouver les paramètres pour lesquelles j\' avais installé l\' appli . J\' attends une énième Maj et si ce n\' est pas comme avant voire mieux je désinstalle ! '
mauvais, ' Mise à jour nulle . Non personnalisable et les emoticones les plus utilisés ont disparu . Si pas de changement , je zappe cette appli qui était pourtant bien '
mauvais, ' Pitoyable MAJ infecte et restrictive ... foutage de gueule meme en ayant payé ... '
bien, ' J\' aime beaucoup ! *--* '
bien, ' Excelent '
bien, ' J\' aime '
mauvais, ' Maj 6.0 nul ! Pas content du tout de cet maj on a plus les smileys les plus utilisés direct il faut retrouver le smiley a chaque fois ! Et on n\' a plus les smileys dans le petite fenêtre . On ne peut plus vraiment personaliser ! ! Vite un maj pour corriger svp ! '
bien, ' Super Fonctionne très bien sûr xperia T3 rien à dire '
mauvais, ' Taille émoticônes Les émoticônes sont devenus tout petits ! C\' est très décevant de votre part . J\' espère une nouvelle mise à jour rapidement . '
mauvais, ' J\' ai code erreur comment on fait s\' il vous plaît on doit faire quoi on doit installer quoi je ne comprend pas ! ! '
bien, ' MMS Belle appli mais j\' ai juste un problème depuis que je l\' ai installer j\' arrive pas à recevoir les MMS aidez moi svp '
neutre, ' Compatibilité de la part de ... . ? Résultat , 3 étoiles ... PB de compatibilité lors de l\' envoie vers un WP ... dommage mais c\' est sûrement le WP qui n\' est pas à la norme ? '
mauvais, ' Depuis la dernière mise à jour les emoticones sont en format très petit . NUL ! ! ! Ça marchait très bien avant cette mise à jour pourrie ? '
bien, ' Code d\' erreur -24 Desinstallée puis installée a nouveau et ça passe . Sinon fait son taf nickel . '
bien, ' Pourqoui les popus souvre directement ? aider moi c\' etait super avant est la sa me coupe toujours tout se que je fais parceque y s\' ouvre tous seuul '
neutre, ' . Votre mise a jour est pourrit , les cœurs et les smiley etc sont super gros comparer a l\' écriture ... '
mauvais, ' Nul à ch ... A quoi sert cette application depuis la mise à jour ? Je vais retourner sur les messages d\' origine du téléphone . L\' application n\' a plus aucun intérêt '
bien, ' Tres bien Le top pour envoyé des emoticones sans mms ( galaxy s4 ) . Je m\' en tape d\' envoyer des mms , mais si le destinataire n\' a pas le 3g ou 4g d\' activité ? Maintenant c\' est bon . Merci '
neutre, ' J\' ai fait la mise a jours elle est pourri il y a plus les smile les plus utilisées et dans les petite fenetre il y sont carrement plus si il y a pas une MAJ vite je desinstale '
neutre, ' Les notifications devraient pouvoir être visibles sur tous les thèmes ! Cependant c\' est une bonne application qui fait son job . '
bien, ' i love it ? but ... swipe to answer ... where is it ? '
bien, ' Is very exellente Is very excellente '
bien, ' Sexy '
bien, ' Très bien '
bien, ' Excellent '
bien, ' Salut Gooooood '
bien, ' Super '
mauvais, ' Nul depuis la dernière mise à jour . Ne fonctionne plus '
bien, ' Une des meilleures Tout est dans le titre '
bien, ' Go locker Muy buena aplicación '
neutre, ' Go locker j\' aime bien ... Mais pourquoi le store des thèmes déjà installé ne s\' affiche pas ? ? ? ça m\' énerve sérieusement . '
bien, ' Génial . Juste magnifique , personalisation parfaite , très facile à prendre en main . '
mauvais, ' Pas mal '
bien, ' Magnifique '
bien, ' Good . '
bien, ' Le best of the best . Le meilleur locker que je connais , fluide , rapide , ne bug pas et une interface simple et très belle et en plus pleins de thème qui sont parfois très beau . '
bien, ' Parfait Mais l\' application ne cesse pas de se désactiver dans les paramètres d\' accessibilité que faire ? 5eme étoile quand mon problème sera resolu '
bien, ' Super Marche trop bien mes quelque petit problème a résoudre au niveau de l\' élément introuvable '
neutre, ' Moyen Il est rapide et avec un peu de style au déverrouillage ( animation CRT , style vielle TV ) mais bcp trop basique et trop peu de réglage par rapport à d\' autres locker , mais bon il fait le taf ! '
bien, ' Cette appli ma beaucoup plus Mais j\' aurais mis 5 étoiles si le l\' écran de verrouillage s\' élevait pas tt seul , mais sinon génial : -D '
mauvais, ' Ca s\' empire ! ! On ne peut meme plus personnaliser les themes ... . franchement de plus en plus déçu ... en plus la plupart des themes sont payants . '
bien, ' Go Locker est l\' application qu\' il vous feaux '
bien, ' Utile Bonne app . C\' est vraiment bien ! Mais , parfois ça tendance à ne pas s\' afficher quand on entre dans les paramètres . '
bien, ' Excellent Super application je recommande . '
neutre, ' Beug dés fois ! ? '
bien, ' Trop cool ! ! ! ! ! '
bien, ' Genial '
bien, ' J\' aime beaucoup * . * '
bien, ' Pratique '
bien, ' Super '
bien, ' Good '
neutre, ' Good '
bien, ' Wow C vraiment top pas accès a en haut c tellement Nice '
bien, ' Goodnj '
bien, ' LES NOTIFICATIONS ? ? ? ? Les notifications n\' apparaisse pas du tout , c\' est bien beau de faire de mise a jour pour rien , je reviendrais remettre la 5eme étoile quand le probléme sera resolu merci d\' avance ! ! ! '
neutre, ' Nici L \' applications est hyper cool '
bien, ' Excellent Design parfait ... . '
bien, ' Génial merci '
bien, ' Joly A avoir '
mauvais, ' Je n\' ai même pas le temps de prendre la photo que sa beuge dejâ ! ! Nul . '
neutre, ' Pas mal ! Quelqu\'un peut m\' expliquer comment on fait pour avoir mes trucs sur eye liner , fare a joue etc ! ??? '
bien, ' J\' aime trop Sa fait de super qualité d\' image ses super quand tu veux modifier le contraste et tout j\' aime trop '
bien, ' Super Cette application est vraiment top ! Mieux que Retrica , aucun begue ni de ralentissement pour ma par . Vraiment super , je vous la recommande ! ?? '
bien, ' Génial . Application complète , qui donne une meilleure qualité à mes photos ! L\' outil de mise au point est juste au top . '
bien, ' S4 mini Franchement très bien , il y a bcp d\' effets , je l\' aime bcp ? '
mauvais, ' Besoin d\' aide ! Quelqu\'un pourrait me dire pourquoi ça marque que je dois vérifier mon espace de stockage et donc la photo ne s\' enregistre pas ? ? '
bien, ' J\' adore bien cette app Elle est tres tres mieux que #Retrica . Elle contient plusieurs effets c vraiment coool ? '
bien, ' Géniale Sauf que ça bug un peu ... . mais c\' est la meilleure appli photo que j\' ai eue ! Donc je conseille . '
bien, ' Candycam&lt ; 3 Franchement et sans ésiter super application , les photos son magnifique , les filtres , les cadres , les autocollants sont juste Super . '
bien, ' Tres bien Cette applis est tres bien c\' est un peu comme retrica . . il y a pas autant de filtre mais il y en quand même beaucoup . Breff . . j\' adore l\' applis '
bien, ' Super J adore sa pour instagram ses super ou pour dotre chose mes il n i à jamais tt se qu on veut voilà . '
bien, ' Trop bien L appli est super aucin beug ya bcp d effet cool bcp mieux ke retrica ! ! ! ! '
neutre, ' My kik : james . dine Pas mal ... kan ca beugue pas ; ) '
mauvais, ' J\' aime pas . A chasue foid sue je fait une photo l\' applicatiin s\' enlève et la photo nes pas enregistrer donc je les desinstaler . :/ '
bien, ' Très bien Bonne application qui permet d\' obtenir de très belles photos ! '
bien, ' je met 4 étoiles car de temps en temps l\' aplication bug un peut mais sa sinon elle est parfaite pour moi&lt ; 3 merci '
mauvais, ' Déçu Paraît bonne. . Mais trop de bugs ... Lags , crash , bouffe la batterie , fais buger le téléphone ... Déçu '
bien, ' J\' aime bien ( c cool ) De super effets , de beaux filtres qui embellisent a la perfection toutes nos photos ... ; ) '
bien, ' Bien Permet de couper le son au moment de la prise de la photo . Facile d\' utilisation . '
bien, ' Genial Ce jeu est juste trop bien et fun a la foi '
bien, ' Génial Cette Application est top il y à plein de mode de photo '
mauvais, ' BOF ya que 2 efets qui marche boen . . sinn tt les autre ons un problem ya dee traces rouge qui apparèsse . . '
bien, ' J\' adore car je montre mais photo sur les reseau sociaux et sa montre une image de moi '
bien, ' G. E. N. I. A. L Elle est genial je trouve que c\' est meme mieux que retrica ! ! ! '
mauvais, ' Nul ! ! ! ! Sa beug ! C\' est juste nul '
bien, ' C\' est super Plusieurs effets pour avoir un selfie unique '
bien, ' Super Je préfère à retrica , mais c est mes goûts ! '
bien, ' Appli géniale ! ! ! &lt ; 3 Super pour les effets sur les photos , c\' est génial avant de poster les photos sur les réseaux sociaux ! La meilleure application , le top du top , je ne m\' en passe plus ! ! ! ^^ &lt ; 3 '
bien, ' Swabada Tip top : ) so swaaaag : D cheese ; P '
bien, ' Bien sympa Perso moi ça fonctionne super bien et il y a beaucoup de choix sans obligation d\' achat ou de publier ! Et les photos sont superbes ! '
neutre, ' Pas mal L\' application est pas mal elle marche correctement la qualité des photos et des effets n\' est pas excellente mais on s\' en contente suffisamment tout de fois l\' utilisation est saccadée '
bien, ' SUPER J\' adore cette appli vraiment trop cool^^ '
mauvais, ' Je suis sûre que cette application est super mais elle beug ! Mon fond d\' écran reste ... . Mise a jour ? '
bien, ' Très bien Très bonne applis j\' adore il y a beaucoup d\' effet pas de bug pour moi très bien '
mauvais, ' Archi nul ! ! ! Depuis que je l\' ai telecharger je n\' ai jamais pu l\' ouvrir malheureseument . #samsung galaxy young '
mauvais, ' Parfaite ... avant MAJ Elle était parfaite quand je l\' avais téléchargé pour la première fois en aout . PuisJe me suis ensuite abstenue de faire les MAJ au vu des commentaires négatifs . Je l\' ai mise a jour avant hier , et rien ne va plus. . j\' aurais du rien toucher ... . '
bien, ' J\' aime ! Application super bien , je recommande cet application car celle là au moin n\' a pas de pub comme retrica ? '
mauvais, ' Ne marche plus Depuis des mois j\' attends une mise a jour car sa beug , je ne peux plus prendre de photo sans que sa beug . Ou Quand on prend une photo cam avant , sa tourne la photo . Je changerais quand il y aura une mise a jour . '
bien, ' J\' adore ? Beaucoup d\' effets disponibles , des retouches photos sont possibles , c\' est vraiment super : ) '
bien, ' Réinstallation sur mon Z2 Je vais voir si cette application fonctionne aussi bien que sur mon Sony Xperia S. Car jamais eu de soucis avec lui . Mais là j\' ai du la désinstaller puis la réinstaller car elle beugait à tire-larigot . '
mauvais, ' Pub agressive D\'abord 1 page de pub en plein écran , puis ouvre de manière frénétique le playstore , puis 5 pages de sites douteux dans le navigateur , comme les pires pop-up malveillants . Cette appli très sympa au départ est devenue un infect piège à pub ! '
neutre, ' Attention batterie Depuis la derniere mise a jour le widget n est plus rafraichissable manuellement . Du coup l appli se retrouve dans le top 3 de mes consos batterie . Dommage , je desinstalle . '
mauvais, ' Problème démarrer/quitter Il faut bien appuyer 10 fois sur la touche retour pour quitter , et quand je clique sur la ville favorite il m\' y met puis retour direct à la carte de France . '
mauvais, ' Ne fonctionne pas Les températures et descriptions de la météo sont décalés par rapport à la carte ... Géolocalisation ne peut être déterminée ... J\' ai le lg g3 donc version trop élevé pour cette application je pense , à quand une mise à jour pour Android kit kat ... '
mauvais, ' Bien mais Les notifications meteo ne se suppriment pas correctement . Je viens de déménager et je reçois toujours la meteo de mon ancien logement . 5 étoiles dès réparation '
mauvais, ' Pub pub pub Avant cette appli marché tres bien et depuis qlq temps elle met enormement de temps a s\' ouvrir et depuis hier impossible de visualiser la meteo , ouverture du navigateur et du play store pour installer des applis rien a faire ca revient tout le temps . Decu je desinstalle '
mauvais, ' Problème sur la carte Avec mon lg g3 tout est décalé sur la carte . C\' est nul ? Faites quelque chose car ça dure depuis plus d\' un mois '
mauvais, ' Inutile et peu fiable J\' utilise cette application depuis plus d 1 an pour la météo des vacances ... cette année les infos fournies sont quasi systématiquement erronées ... surtout la météo h par h ... à plusieurs reprises le site annonce ensoleillé toute la journée alors que le temps est nuageux ou pire qu il pleut averse et jamais les infos ne sont réactualisées ... comment une application peut elle être aussi peu fiable alors que sur le site vs avancez 90 % de fiabilité ... appli inutile voire trompeuse . . . '
mauvais, ' Consomme horriblement la batterie L\' application est bonne mais consomme + de 40 % de ma batterie ! ! Du coup mon téléphone ne tient même pas la journée ! ! ! ( Sony Xperia Z1 ) '
mauvais, ' Avant cette application était irréprochable , maintenant c\' est pub intempestives à volonté et une éternité à attendre que ça charge ... très déçue . '
neutre, ' Problème batterie La météo est quelquefois peu exact mais comme tous les sites de météorologues . Mais le principal est que depuis la MAJ l\' appli consomme 50 % de ma batterie , du coup je ne peux plus l\' utiliser et suis obligé de désinstaller provisoirement je j\' espère . '
bien, ' Je suis toujours un fan inconditionnel de cette appli . Le seul petit truc est que en passant sur le note 4 , la carte nationale de la page d\' accueil ne s\' affiche plus ... Petit bug qui sera corrigé , j\' en suis sûr . '
mauvais, ' Quel lourdeur Outre les données météo qui sont dans la moyenne , l\' application elle même est très lourde et peut réactive '
neutre, ' Quel lourdeur au démarrage Un peu de pub , c\' est bien normal pour être gratuit mais un spot avant chaque vidéo regardée , ça commence à ne plus être supportable . '
mauvais, ' Consomme jusqu\' à 50 % du CPU ! La meilleure météo gratuite en widget de page d\' accueil ! Mais , vide la batterie en KitKat 4.4.2+ ... '
bien, ' Assez juste à 2 journées Relativement juste à 2 jours , les prévisions plus longues sont quelque peut non fiables mais ça c\' est la météo en général . Attention pour cet hiver , je suis dans une zone de montagne et n\' annoncez pas de neige à " touristes " , vérifiez auprès des sites locaux qui eux sont presque infaillibles . '
neutre, ' Application devenu complexe Application étant devenue beaucoup plus complexe , consomment énormément de batterie et devenue très lente . C\' était mieux avant la mise a jour . '
mauvais, ' Bien Prévisions assez correctes . Mais problème avec le widget : se désintalle à chaque fois que j\' eteinds mon tel Samsung Galaxie Gia . '
mauvais, ' Problème batterie Bonne apli mais prend au moins 20 % de la batterie en une journée sans même la lancer , je passe chez météo France en attendant une maj . '
mauvais, ' Problème d\' affichage Sur le LG G3 les icones du temps apparaissent pas correctement sur la carte de france et du coup l\' icône de la corse apparait dans le centre de la France . '
bien, ' SUPER ! Ça ne fonctionnait plus avec mon Xperia U mais la avec mon nouveau Smart phone , un Samsung Galaxy S5 mini , l\' application fonctionne nickel d\' où mon excellente note . '
bien, ' La Chaîne Météo La Chaîne Météo c\' est trop pratique pour avoir le temps et en plus , c\' est gratosse ... pour ce que c\' est ... Fin ... je ne dis pas que sa dois être payant car c\' est mieux quand sa ne l\' es pas mais , je dis que c\' est trop bien ... Je sais ... c\' est que la météo mais comme même ... ! '
mauvais, ' Vide la batterie depuis dernière MaJ Ma batterie se vidait à vue d\' oeil depuis dernière mise à jour . Trop de pub , c\' est dommage , c\' était mon application préférée dans le domaine ... '
mauvais, ' Ralentit tout le téléphone ! ! ! Utilise 72 % de mon cpu , codée avec les pieds , une honte ! ! ! ! à fuir si vous n\' avez pas un téléphone très récent '
mauvais, ' Problème de masque : les températures sont décalées Fonctionnait bien sur mon Note2 . Sur le Note4 , les températures se trouvent dans l\' atlantique ! Application et masque de températures à l\' ouest ... . '
mauvais, ' Pas content ! Passage du Note 3 au 4 : vilain décalage de la météo par rapport à la carte nationale depuis ... prière de corriger rapidement puisque déja signalé par d\' autres utilisateurs àpriori ! Merci . '
neutre, ' Bien mais Très lente depuis quelques maj . C\' est devenu un calvaire de l\' utiliser , il serait temps de penser à modifier ça ! '
mauvais, ' Meteo erronee dommage Appli trop longue a charger a cause des pubs je pense . . ! Bref . pas satisfait je desinstalle pour appli moins gourmande en nrj '
bien, ' La chaîne météo . Très bonne application merci beaucoup l\' application et complète réponds à notre demande mais il faudrait enlever la publicité et quelques mini bugs . au revoir . '
mauvais, ' Prévisions fiables , mais trop de pub Cette application mériterait 5 étoiles pour la qualité de ses prévisions et le multiples possibilités qu\' elle offre . Cependant , on est inondé , envahit , submergé par la pub . Je n\' exagère pas . C\' est vraiment trop . Il n\' existe pas de version payante qui permettrait de supprimer la pub , alors on doit subir ... Je la garde encore un moment en me disant que ça va peut être se calmer un peu . '
bien, ' Je l adore je la prends automatiqment A part des petits bug qui ne sont rien dans le fond . Je l adore cette application . Rtl '
bien, ' Sur mon Z3 Cette application reste un incontournable . Tout de suite installée sur mon nouveau smartphone . Par contre les Widgets ne fonctionnent toujours pas ... ... Merci de voir ça rapidement '
mauvais, ' Très déçue. . Avant l\' appli fonctionnait parfaitement , mais apres la derniere MAJ , il faut attendre une éternité pour que les infos s\' affichent . Des tonnes de pubs et ça me prend 35Mo de ma memoire interne. . je desinstalle '
neutre, ' Dommage C\' était mon application météo depuis le début . Mais la localisation ne fonctionne plus et me vide la batterie . '
mauvais, ' Très déçue Avant cette appli fonctionnait super bien . Maintenant il faut attendre une éternité pour que ça charge même en wifi , et encore , quand ça fonctionne ! '
bien, ' Petit problème ... Impossible d\' installer sur mon nouveau smartphone modèle téléphone p10 sous Android 4.4.2 kitkat . Il me dit qu\' elle est incomparable . Merci d\' avance pour votre réponse . '
neutre, ' La météo n\' est pas une science exacte certes mais Saint Malo n\' est aucunement sous des trombes d\' eaux et orages comme annoncé depuis des jours en live ... ... actuellement en terrasse et beau et chaud soleil ... Actuweather est plus efficace . '
mauvais, ' Impossible de l\' ouvrir ! ! Depuis peu je ne peux plus du tout accéder à l\' application . Je suis assaillie de pubs à un tel point que je ne peux même plus rester 2 secondes sur l\' application sans être redirigée vers une page de pub ! ! Bref , je désinstalle elle ne fonctionne plus ! '
mauvais, ' Batterie Gros gros problème de consommation de batterie . L\' appli a quasi déchargé mon téléphone en une nuit , alors qu\' il était en mode avion ... J\' attends la prochaine mise à jour avec impatience . '
bien, ' La meilleure ampli TV que j\' ai testé . Je n\' achète plus de programme version papier . Quelques améliorations pourraient encore parfaire cette appli ( critiques , aides aux choix ) '
neutre, ' Pub Intempestives Bien dans l\' ensemble mais les pubs intempestives gâchent tout ... Pourquoi avoir agrandis les colonnes des chaînes TV ? Moins de programmes sur une page du coup , c\' était très bien avant ... Maintenant , les logos des chaînes mettent plus longtemps à apparaître , à corriger '
neutre, ' C\' était mieux avant ! Passage en mode paysage intempestif . Pub envahissante Liens sur le casting supprimés . Expérience dégradée ! Dommage ... '
mauvais, ' ... . Trop trop trop de pub en plus il faut payer pour ne plus en recevoir . Déçu '
mauvais, ' Inutilisable Pub attroce Avant c\' était bien , et puis ils ont implantés des messages pub jusqu\' à en vomir ! A ch ... er . puisqu\'on me le demande 3 mois Après , brn c\' edt encore pire . '
mauvais, ' Dernière maj Dommage que la dernière version rame , soit pleine d\' alertes et de pub . Ça c\' est inutile ! ! '
bien, ' Je n\' ai plus de programme tv en papier . Appli très bien et complète , malgré qq bugs . '
bien, ' Bonne application Satisfaite mais ça bug lors de la mise à jour des programmes et décevant à peine l\' appli ouverte qu\' au bout de 5s : page de pub : ( sinon c\' est fluide et sympathique . '
bien, ' Super application Quelques petits bugs , mais ils sont très vite résolus . '
bien, ' Bon . Fait ce qu\' on lui demande Personnellement aucun bug à signaler , et j\' ai mon information rapidement . '
bien, ' Bugs Relance de l application nécessaire parfois , les étoiles qui aideaint a se faire une idée se sont evanouies '
bien, ' Quelques bugs Très bonne application mais quelques bugs : lors de la mise à jour de la base de données , il faut arrêter l\' application et la redémarrer pour qu\' elle fonctionne ... '
mauvais, ' Heureusement qu\' on regarde les titres des films et pas les critiques Mais qui note les programmes ... . . Sans commentaire ... . . '
bien, ' Super Cette appli est excellente ! Plus besoin de s\' abonner au programme tv papier ! Même les chaînes câblées . '
bien, ' Super Appli très pratique . Je m\' en sers énormément et les bandes annonces sont plus que pratiques ! ! '
mauvais, ' Nul Une fois sur 2 le téléchargement de la base ne se fait pas il s\' arrête en plein milieu puis plus rien ... je vais essayer la concurrence pour comparer . '
bien, ' Sgn3 Super fluide . ... . pour l\' instant le meilleur . ... . pour les pub rooté votre téléphone et mettez adaway ... ... publicité disparu pour toute les applications ( jeux . applications . Outil . . et . ... . ) ... . '
mauvais, ' Programme télé ok mais info sur Ruquier 2 fois par semaine ras le bol . Télé7 à ses programmes préfèré et je n adhère pas . Infos mis à jour . '
bien, ' Bien mais ... . Mais l\' avis des mecs qui donnent leur avis sur les films . On peut s\' en passer ! Car ce n\' est que leur avis et on s\' en fiche . Ça se voit qu\' ils n\' y connaissent rien ! ! ! '
bien, ' Bandes annonces Bonjour , depuis le passage de mon HTC ONE à Android 4.4.2 , les bandes annonces ne s\' ouvrent que quelques secondes avec un son saturé puis se ferment ! ! ! DOMAGE . Depuis je suis passé à Telestar ou les bandes annonces fonctionnent très bien ! ! ! '
bien, ' Excellent , mais . . Fonctionne très bien , application utile , bien conçue et ergonomique . . Cependant , pourquoi autoriser l\' accès aux comptes et à la caméra , quel rapport avec les programmes TV ? . Les indiscrétions de Google suffisent déjà largement . Ceci se corrige facilement avec permissions manager . Les pubs ( excessives ) s\' éliminent avec Adaway . Néanmoins , je recommande sans hésiter , car le développeur a fait un excellent travail . . '
mauvais, ' Nule 1 étoile c\' est largement bien . Application qui plante à cause de la pub donc aucune possibilite de consulter son programme tv . '
neutre, ' Mais où sont passés les étoiles ? J utilise cette application depuis longtemps mais à présent il n y a plus aucune critique des films ni étoiles . Du coup plus aucun intérêt . '
bien, ' Appli au top On est toujours informer de ce qui y a la télé ce soir et ce qu\' il y a en ce moment sans zapper en plus in apprends des choses sur les stars ex . Un candidat par de DALS5 ... Je vous la conseille '
bien, ' C\' est parfait Pour moi 15 ans qui n\' a pas envie de payer journal chaque semaine , c\' est nickel psk c\' est pas payant et ça ne beug pas du tout , je recommande à tout le monde '
bien, ' Très pratique Plus besoin d\' acheter le programme télé . En plus il y a même les bandes annonces ... . De plus il y a beaucoup de chaînes et tout eb couleur , bref super '
neutre, ' Bonne apli Marche nikel sur samsung s5 je regrette vraiment qu\' il n\' y a plus de notes pour les films '
neutre, ' Télé 7 C super pour se qu\' on pas la free box mes moi je l\' \'est et sa me sére pas vraiment ? '
bien, ' C\' était une bonne appli . Depuis la dernière mise à jour des que j\' ouvre l\' application le téléphone se fige pendant quelques minutes ... Je desinstalle dommage '
neutre, ' Pas mal mais . . . Super appli . Sauf que depuis la dernière mise à jour , les noms des chaînes ne s\' affichent plus ( sur GNotes II ) '
neutre, ' Manque le programme complet de la journée Ou alors je ne sais pas le trouver ... ce que j\' aime bien , c est les potins du milieu tv qu\' on recoit tous les jours ... '
neutre, ' Decevante Au demébut c\' était bien mais maintenant cette application est énervente , il y a trop de pub , et quand on veut aller voir le programme d\' un autre jour la page revient directement à celle du début . '
bien, ' Pas mal Les chargements de la semaine peuvent être un peu long mais sinon appli pas mal du tout '
mauvais, ' Depuis la dernière maj , il n\' y a que des bugs . L\' application se ferme dès le lancement . Jusqu\' à présent j\' en étais satisfaite mais trop c\' est trop '
mauvais, ' Bug Bonne appli mais une fois sur 2 elle plante sur GalaxyS4 '
bien, ' Jy suis revenu car jai limpression detre moins emmerdé par la pub . Cest ptetre provisoire ! Avis dun vieux qui a perdu ses illusions ! '
bien, ' Un must Rapide , complète , des contenus pertinents ... Une suggestion : pouvoir faire défiler les pages de la liste \' \' à suivre \' \' . '
mauvais, ' J\' adorais l \' application mais sans les étoiles notant les émissions elle manque d\' intérêt . J\' espère que ce n\' est qu\' un bug passager ... Merci '
bien, ' C \' était mieux avant . . . Pourquoi les critiques et les petits 7 rouges ont ils disparu ? C\' était si pratique ! '
bien, ' Numéros de chaînes Super application , très stable , descriptions et commentaires des programmes pertinents . juste un détail : ce serait bien d\' afficher les numéros de chaînes sur TNT , C+ , Bouygues , Orange , etc . '
mauvais, ' Lent Fonctionnalités simples d\' une application d\' un réseau social , mais la moindre chose est lente ( affichage de l\' accueil , démarrage ... ) sans compter les x demandes pour chercher dans ses contacts . '
bien, ' Excellente app Cette app est très efficace . Un vrai couteau suisse pour exploiter Linkedin depuis votte poche . '
bien, ' Nouvelles applications Vos nouvelles applications ont amélioré l\' utilisation du réseau et me procure du plaisir . '
bien, ' Booster sa visibilité professionnelle Je trouve que cette application est tres utile pour augmenter sa visibilité cependant je trouve dommage que l on ne puisse pas effectuer des modifivations directement depuis l application ... d où le manque de la 5 eme étoile pour ma part ! '
bien, ' Excellent forum pour les contacts professionnels J\' ai pu nouer des contacts et même des contrats par l\' entremise de LinkedIn '
bien, ' Excellent Great job . Mais pas possible de voir ses messages envoyés ou du moins j\' arrive pas à les voir '
neutre, ' Intéressant J\' aime bien , seulement il faut reconnaître qu\' il n\' y a pas vraiment d\' aide pour certaines manipulation lorsqu\' on en a besoin . Sinon c\' est sympa ! '
bien, ' Bien mais Encore quelques soucis d\' ergonomie dans la gestion des contacts '
mauvais, ' Espionne nos données confidentielles Application très intrusive , vous donnez accès a toutes vos données , position , photos , mails , agenda etc ... ! ! Dans quel but ? a éviter . '
bien, ' Belle fenêtre de visibilite Excellent outil pour faire connaître et si faire connaître , présenter aussi ses réussites et améliorer son réseau de partenaires professionnels . '
bien, ' Bien portée sur mobile L\' application reprend l\' essentiel de l\' application sur pc , réorganisé pour satisfaire les contraintes du mobile . '
